person1,person2,relationship,family
Q44855,Q349461,siblings,542
Q54386,Q191045,siblings,697
Q54386,Q230580,siblings,697
Q54867,Q54868,siblings,1440
Q54867,Q4235,siblings,1440
Q54868,Q54867,siblings,1440
Q54868,Q4235,siblings,1440
Q55183,Q2069573,siblings,768
Q55207,Q55208,siblings,1525
Q55208,Q55207,siblings,1525
Q55407,Q334822,siblings,155
Q55407,Q379171,siblings,155
Q55917,Q2757,siblings,4479
Q56226,Q4330912,siblings,1016
Q56226,Q317824,siblings,1016
Q31112,Q7789440,siblings,1927
Q34896,Q447285,siblings,1182
Q36153,Q231228,siblings,3600
Q36233,Q3596070,siblings,4466
Q36812,Q152316,siblings,502
Q45068,Q2266804,siblings,1305
Q45068,Q232695,siblings,1305
Q45068,Q2268637,siblings,1305
Q45068,Q2024169,siblings,1305
Q46018,Q748926,siblings,2731
Q47122,Q1832274,siblings,185
Q47139,Q4293730,siblings,5764
Q48622,Q4694945,siblings,2326
Q57464,Q461192,siblings,43
Q57464,Q7244519,siblings,43
Q8440,Q380283,siblings,4464
Q9543,Q1203191,siblings,3100
Q9543,Q983053,siblings,3100
Q56818,Q3387025,siblings,986
Q57269,Q2282630,siblings,839
Q57287,Q270685,siblings,1018
Q57287,Q235236,siblings,1018
Q57327,Q58233,siblings,687
Q57327,Q6176403,siblings,687
Q57364,Q501354,siblings,241
Q57449,Q7849607,siblings,3864
Q57454,Q453463,siblings,49
Q57454,Q2564880,siblings,49
Q57454,Q676450,siblings,49
Q47899,Q216298,siblings,910
Q48613,Q48617,siblings,4292
Q48617,Q48613,siblings,4292
Q48619,Q944546,siblings,2326
Q10125,Q317820,siblings,3696
Q10218,Q607685,siblings,1546
Q10390,Q6211184,siblings,1862
Q10479,Q232465,siblings,2303
Q10665,Q271067,siblings,1016
Q11459,Q11578,siblings,2836
Q11578,Q11459,siblings,2836
Q11673,Q5112179,siblings,4421
Q57537,Q5768127,siblings,898
Q57553,Q276850,siblings,109
Q57553,Q1996204,siblings,109
Q57553,Q2517919,siblings,109
Q57553,Q175176,siblings,109
Q57655,Q215477,siblings,4052
Q57655,Q712839,siblings,4052
Q57665,Q4794291,siblings,863
Q57670,Q164373,siblings,3056
Q40026,Q959153,siblings,5534
Q40057,Q7425114,siblings,1751
Q40103,Q707739,siblings,3020
Q57675,Q6983484,siblings,4836
Q58156,Q6669035,siblings,626
Q58156,Q4165651,siblings,626
Q58233,Q57327,siblings,687
Q58233,Q6176403,siblings,687
Q58301,Q1059948,siblings,826
Q58301,Q7400024,siblings,826
Q58301,Q1573260,siblings,826
Q58301,Q1951896,siblings,826
Q58301,Q5688471,siblings,826
Q58301,Q556607,siblings,826
Q58336,Q541680,siblings,1245
Q37979,Q3077388,siblings,1145
Q37979,Q1030373,siblings,1145
Q37979,Q467874,siblings,1145
Q37979,Q1030337,siblings,1145
Q37979,Q725680,siblings,1145
Q37979,Q1030348,siblings,1145
Q62361,Q71487,siblings,50
Q62789,Q67704,siblings,2316
Q62789,Q3290640,siblings,2316
Q65126,Q1490321,siblings,657
Q65511,Q77968,siblings,3480
Q63575,Q105980,siblings,1081
Q63575,Q4977376,siblings,1081
Q63575,Q125361,siblings,1081
Q63575,Q77937,siblings,1081
Q62795,Q1594157,siblings,3025
Q62845,Q352975,siblings,3627
Q63284,Q869909,siblings,4117
Q58735,Q552026,siblings,5285
Q59635,Q1805538,siblings,1008
Q74913,Q4720562,siblings,4499
Q75900,Q289590,siblings,618
Q71487,Q62361,siblings,50
Q76179,Q4264069,siblings,312
Q76711,Q712449,siblings,851
Q78912,Q2177572,siblings,5478
Q79175,Q181958,siblings,3552
Q77555,Q4919368,siblings,520
Q77555,Q78515,siblings,520
Q77555,Q112096,siblings,520
Q77555,Q113733,siblings,520
Q77555,Q3434236,siblings,520
Q67039,Q1330201,siblings,3200
Q67039,Q1037331,siblings,3200
Q72612,Q68439,siblings,3575
Q73942,Q3482658,siblings,5390
Q74200,Q1673541,siblings,1595
Q67704,Q62789,siblings,2316
Q67704,Q3290640,siblings,2316
Q68439,Q72612,siblings,3575
Q81324,Q7545169,siblings,945
Q81324,Q317365,siblings,945
Q81324,Q3645473,siblings,945
Q82275,Q1790984,siblings,2202
Q82593,Q518828,siblings,4998
Q69103,Q7244666,siblings,109
Q69103,Q3325528,siblings,109
Q69103,Q2259085,siblings,109
Q77937,Q63575,siblings,1081
Q77937,Q105980,siblings,1081
Q77937,Q4977376,siblings,1081
Q77937,Q125361,siblings,1081
Q77968,Q65511,siblings,3480
Q78121,Q1755401,siblings,88
Q78415,Q1446919,siblings,1854
Q78515,Q4919368,siblings,520
Q78515,Q112096,siblings,520
Q78515,Q113733,siblings,520
Q78515,Q3434236,siblings,520
Q78515,Q77555,siblings,520
Q89528,Q816886,siblings,3500
Q90246,Q122876,siblings,641
Q99300,Q123309,siblings,3919
Q99300,Q100504,siblings,3919
Q78661,Q95613,siblings,3651
Q100504,Q123309,siblings,3919
Q100504,Q99300,siblings,3919
Q100781,Q2647249,siblings,1205
Q101547,Q1942360,siblings,3018
Q91423,Q99147,siblings,3434
Q105980,Q63575,siblings,1081
Q105980,Q4977376,siblings,1081
Q105980,Q125361,siblings,1081
Q105980,Q77937,siblings,1081
Q106791,Q3178812,siblings,1466
Q106791,Q3178418,siblings,1466
Q106997,Q273574,siblings,499
Q86202,Q528749,siblings,2424
Q95613,Q78661,siblings,3651
Q102139,Q817052,siblings,697
Q102139,Q564889,siblings,697
Q103628,Q2190228,siblings,1787
Q103939,Q220918,siblings,3
Q103946,Q3442834,siblings,2481
Q107769,Q161916,siblings,5182
Q107933,Q23858,siblings,1215
Q103578,Q431038,siblings,1689
Q103578,Q313204,siblings,1689
Q103646,Q1101612,siblings,5509
Q121564,Q145682,siblings,2931
Q122461,Q1400658,siblings,3580
Q122876,Q90246,siblings,641
Q123309,Q99300,siblings,3919
Q123309,Q100504,siblings,3919
Q109677,Q916529,siblings,1544
Q124294,Q3069627,siblings,3258
Q125361,Q63575,siblings,1081
Q125361,Q105980,siblings,1081
Q125361,Q4977376,siblings,1081
Q125361,Q77937,siblings,1081
Q126242,Q427791,siblings,3636
Q99147,Q91423,siblings,3434
Q171276,Q3522148,siblings,105
Q171302,Q456105,siblings,5228
Q171519,Q446050,siblings,4391
Q112096,Q4919368,siblings,520
Q112096,Q78515,siblings,520
Q112096,Q113733,siblings,520
Q112096,Q3434236,siblings,520
Q112096,Q77555,siblings,520
Q169946,Q722830,siblings,1863
Q170191,Q313752,siblings,1037
Q170191,Q158258,siblings,1037
Q170194,Q700152,siblings,87
Q170194,Q155004,siblings,87
Q170294,Q657778,siblings,2654
Q170676,Q7787257,siblings,980
Q143945,Q232470,siblings,212
Q144719,Q7688676,siblings,2655
Q127548,Q401963,siblings,4140
Q158258,Q313752,siblings,1037
Q158258,Q170191,siblings,1037
Q159101,Q1004037,siblings,697
Q130683,Q3442020,siblings,1588
Q130683,Q553469,siblings,1588
Q130683,Q959548,siblings,1588
Q130683,Q685722,siblings,1588
Q145682,Q121564,siblings,2931
Q146444,Q146724,siblings,89
Q146724,Q146444,siblings,89
Q146830,Q147395,siblings,89
Q146906,Q2817261,siblings,43
Q146906,Q689964,siblings,43
Q146906,Q4867793,siblings,43
Q147395,Q146830,siblings,89
Q147663,Q344908,siblings,502
Q149941,Q4117209,siblings,271
Q160495,Q1640126,siblings,697
Q160495,Q3185931,siblings,697
Q160495,Q1429306,siblings,697
Q160984,Q3911,siblings,87
Q160984,Q12976,siblings,87
Q161319,Q316797,siblings,87
Q161319,Q619855,siblings,87
Q161319,Q618634,siblings,87
Q161319,Q619598,siblings,87
Q151754,Q153330,siblings,502
Q151754,Q154920,siblings,502
Q151754,Q43274,siblings,502
Q151773,Q156548,siblings,697
Q151773,Q242298,siblings,697
Q131077,Q777936,siblings,3572
Q131324,Q2831,siblings,542
Q131324,Q319392,siblings,542
Q131324,Q234388,siblings,542
Q131324,Q44855,siblings,542
Q131324,Q336222,siblings,542
Q131324,Q217427,siblings,542
Q131324,Q317784,siblings,542
Q131324,Q349461,siblings,542
Q132345,Q1995125,siblings,1370
Q132451,Q7807915,siblings,4630
Q165657,Q165709,siblings,502
Q165709,Q165657,siblings,502
Q113733,Q4919368,siblings,520
Q113733,Q78515,siblings,520
Q113733,Q112096,siblings,520
Q113733,Q3434236,siblings,520
Q113733,Q77555,siblings,520
Q153481,Q153730,siblings,680
Q153730,Q153481,siblings,680
Q170581,Q7791637,siblings,4734
Q172838,Q10289097,siblings,2701
Q173001,Q1009304,siblings,4110
Q174267,Q4923120,siblings,463
Q161916,Q107769,siblings,5182
Q162306,Q201327,siblings,610
Q164373,Q57670,siblings,3056
Q165096,Q165241,siblings,1018
Q165241,Q165096,siblings,1018
Q133313,Q202381,siblings,3432
Q134895,Q330014,siblings,4755
Q136209,Q946101,siblings,1086
Q137538,Q4121541,siblings,2786
Q152316,Q36812,siblings,502
Q152451,Q6376665,siblings,3787
Q153330,Q154920,siblings,502
Q153330,Q151754,siblings,502
Q153330,Q43274,siblings,502
Q115671,Q7178538,siblings,698
Q116325,Q7244586,siblings,511
Q155004,Q170194,siblings,87
Q155004,Q700152,siblings,87
Q183250,Q155388,siblings,1048
Q183250,Q12823,siblings,1048
Q154920,Q153330,siblings,502
Q154920,Q151754,siblings,502
Q154920,Q43274,siblings,502
Q154952,Q355254,siblings,171
Q154952,Q352981,siblings,171
Q156552,Q347879,siblings,2270
Q156552,Q380884,siblings,2270
Q155388,Q183250,siblings,1048
Q155388,Q12823,siblings,1048
Q156390,Q212035,siblings,1305
Q156390,Q214704,siblings,1305
Q156548,Q151773,siblings,697
Q156548,Q242298,siblings,697
Q174843,Q309640,siblings,5126
Q175176,Q57553,siblings,109
Q175176,Q276850,siblings,109
Q175176,Q1996204,siblings,109
Q175176,Q2517919,siblings,109
Q198780,Q763206,siblings,511
Q198780,Q2414301,siblings,511
Q198780,Q7243973,siblings,511
Q198780,Q5354440,siblings,511
Q199418,Q468677,siblings,148
Q199846,Q7094394,siblings,1963
Q199846,Q558221,siblings,1963
Q201291,Q222524,siblings,3279
Q201327,Q162306,siblings,610
Q165249,Q828957,siblings,1018
Q184885,Q464578,siblings,155
Q186304,Q231270,siblings,38
Q186304,Q575689,siblings,38
Q187038,Q433417,siblings,2437
Q187038,Q463734,siblings,2437
Q187058,Q2774229,siblings,2688
Q187737,Q1379066,siblings,779
Q167829,Q5434725,siblings,2138
Q168040,Q3189773,siblings,2026
Q168724,Q467362,siblings,5522
Q191719,Q204672,siblings,3290
Q180589,Q728063,siblings,4335
Q180589,Q7279284,siblings,4335
Q180795,Q1942631,siblings,2940
Q180978,Q7610649,siblings,3931
Q181958,Q79175,siblings,3552
Q182325,Q5924522,siblings,274
Q182325,Q5859876,siblings,274
Q182325,Q5407922,siblings,274
Q182352,Q2846128,siblings,574
Q190998,Q357762,siblings,5637
Q191045,Q54386,siblings,697
Q191045,Q230580,siblings,697
Q214369,Q847010,siblings,697
Q214574,Q1700270,siblings,3294
Q214704,Q212035,siblings,1305
Q214704,Q156390,siblings,1305
Q215012,Q3910,siblings,2123
Q215012,Q233966,siblings,2123
Q201985,Q450775,siblings,1793
Q202381,Q133313,siblings,3432
Q203840,Q511483,siblings,778
Q204672,Q191719,siblings,3290
Q224071,Q3286841,siblings,5997
Q227716,Q208497,siblings,2919
Q227716,Q7405720,siblings,2919
Q228584,Q459216,siblings,369
Q228645,Q465130,siblings,720
Q228862,Q6024858,siblings,3411
Q229333,Q311174,siblings,1145
Q229333,Q217096,siblings,1145
Q215477,Q57655,siblings,4052
Q215477,Q712839,siblings,4052
Q216298,Q47899,siblings,910
Q217096,Q311174,siblings,1145
Q217096,Q229333,siblings,1145
Q204426,Q1803720,siblings,240
Q207352,Q236866,siblings,1861
Q207432,Q3503882,siblings,1813
Q207432,Q612582,siblings,1813
Q208104,Q356439,siblings,303
Q208135,Q316974,siblings,492
Q208497,Q227716,siblings,2919
Q208497,Q7405720,siblings,2919
Q229184,Q1716611,siblings,1501
Q230303,Q3290402,siblings,518
Q230303,Q316064,siblings,518
Q192402,Q236613,siblings,2097
Q192635,Q318210,siblings,2686
Q193504,Q1232804,siblings,2626
Q193628,Q245808,siblings,5350
Q221997,Q207,siblings,680
Q221997,Q3305438,siblings,680
Q221997,Q320829,siblings,680
Q221997,Q1375345,siblings,680
Q234388,Q2831,siblings,542
Q234388,Q319392,siblings,542
Q234388,Q44855,siblings,542
Q234388,Q131324,siblings,542
Q234388,Q336222,siblings,542
Q234388,Q217427,siblings,542
Q234388,Q317784,siblings,542
Q234388,Q349461,siblings,542
Q234500,Q510505,siblings,116
Q234500,Q438670,siblings,116
Q234973,Q4971488,siblings,2190
Q220918,Q103939,siblings,3
Q221364,Q298209,siblings,4996
Q222524,Q201291,siblings,3279
Q235115,Q260092,siblings,506
Q235137,Q6389326,siblings,3165
Q235236,Q270685,siblings,1018
Q235236,Q57287,siblings,1018
Q236135,Q273774,siblings,3885
Q236613,Q192402,siblings,2097
Q230580,Q191045,siblings,697
Q230580,Q54386,siblings,697
Q230636,Q433683,siblings,1123
Q230636,Q461259,siblings,1123
Q230636,Q453804,siblings,1123
Q230636,Q2966564,siblings,1123
Q230654,Q3529079,siblings,854
Q230654,Q6769708,siblings,854
Q230654,Q3436301,siblings,854
Q230929,Q787566,siblings,4811
Q231182,Q724791,siblings,4635
Q241033,Q1004751,siblings,697
Q242298,Q151773,siblings,697
Q242298,Q156548,siblings,697
Q242348,Q292274,siblings,697
Q242348,Q381700,siblings,697
Q242348,Q583639,siblings,697
Q242348,Q1966130,siblings,697
Q237897,Q5389146,siblings,4975
Q231228,Q36153,siblings,3600
Q231270,Q186304,siblings,38
Q231270,Q575689,siblings,38
Q232465,Q10479,siblings,2303
Q232470,Q143945,siblings,212
Q232695,Q2266804,siblings,1305
Q232695,Q2268637,siblings,1305
Q232695,Q2024169,siblings,1305
Q232695,Q45068,siblings,1305
Q232812,Q498390,siblings,916
Q233253,Q542956,siblings,85
Q237165,Q19943,siblings,697
Q237165,Q704310,siblings,697
Q237165,Q240580,siblings,697
Q217427,Q2831,siblings,542
Q217427,Q319392,siblings,542
Q217427,Q234388,siblings,542
Q217427,Q44855,siblings,542
Q217427,Q131324,siblings,542
Q217427,Q336222,siblings,542
Q217427,Q317784,siblings,542
Q217427,Q349461,siblings,542
Q218415,Q586574,siblings,2183
Q218415,Q1048498,siblings,2183
Q219366,Q6211133,siblings,4721
Q212545,Q234131,siblings,2270
Q213257,Q303332,siblings,2032
Q210148,Q41142,siblings,1782
Q211462,Q698411,siblings,2972
Q212035,Q214704,siblings,1305
Q212035,Q156390,siblings,1305
Q236866,Q207352,siblings,1861
Q237805,Q444988,siblings,692
Q238638,Q1968839,siblings,990
Q239411,Q3731533,siblings,1187
Q239411,Q3713655,siblings,1187
Q240157,Q295123,siblings,992
Q240136,Q6782141,siblings,998
Q240580,Q19943,siblings,697
Q240580,Q237165,siblings,697
Q240580,Q704310,siblings,697
Q258985,Q1164209,siblings,2416
Q259379,Q549981,siblings,336
Q260092,Q235115,siblings,506
Q242368,Q541853,siblings,522
Q242410,Q576436,siblings,501
Q242796,Q1556074,siblings,1196
Q233937,Q1349639,siblings,4290
Q233966,Q3910,siblings,2123
Q233966,Q215012,siblings,2123
Q257926,Q2242035,siblings,1619
Q258626,Q660476,siblings,1557
Q258820,Q2700318,siblings,155
Q258820,Q7286234,siblings,155
Q265691,Q1797936,siblings,697
Q265706,Q1805162,siblings,694
Q234101,Q253167,siblings,4742
Q234131,Q212545,siblings,2270
Q268262,Q609095,siblings,388
Q268595,Q3385685,siblings,3232
Q245808,Q193628,siblings,5350
Q246404,Q943363,siblings,343
Q268821,Q29574,siblings,171
Q268821,Q435324,siblings,171
Q268821,Q263623,siblings,171
Q273574,Q106997,siblings,499
Q273774,Q236135,siblings,3885
Q273791,Q3022596,siblings,2813
Q273833,Q1352872,siblings,1997
Q273833,Q467912,siblings,1997
Q273833,Q1975383,siblings,1997
Q273833,Q467861,siblings,1997
Q273833,Q5112377,siblings,1997
Q273833,Q1386420,siblings,1997
Q274314,Q3941537,siblings,1906
Q274342,Q1901162,siblings,1159
Q274342,Q4459941,siblings,1159
Q274599,Q3034272,siblings,1123
Q262838,Q964607,siblings,1455
Q263623,Q29574,siblings,171
Q263623,Q268821,siblings,171
Q263623,Q435324,siblings,171
Q270115,Q6631454,siblings,2929
Q270685,Q57287,siblings,1018
Q270685,Q235236,siblings,1018
Q270786,Q4949746,siblings,3316
Q270870,Q5581918,siblings,168
Q270870,Q4940014,siblings,168
Q271067,Q10665,siblings,1016
Q251146,Q9009402,siblings,1318
Q251210,Q539872,siblings,2213
Q251790,Q5628154,siblings,4859
Q252290,Q434435,siblings,3261
Q289571,Q736477,siblings,1511
Q289571,Q741784,siblings,1511
Q289590,Q75900,siblings,618
Q275971,Q2474413,siblings,412
Q299222,Q314657,siblings,2641
Q302466,Q4666283,siblings,3426
Q253167,Q234101,siblings,4742
Q253660,Q359413,siblings,409
Q255651,Q351479,siblings,3991
Q256395,Q6187841,siblings,844
Q271142,Q947326,siblings,3245
Q271583,Q4276787,siblings,1530
Q271590,Q552470,siblings,834
Q272117,Q524703,siblings,43
Q272154,Q311916,siblings,409
Q272154,Q336347,siblings,409
Q272154,Q3052569,siblings,409
Q276850,Q57553,siblings,109
Q276850,Q1996204,siblings,109
Q276850,Q2517919,siblings,109
Q276850,Q175176,siblings,109
Q277665,Q7289698,siblings,1031
Q277725,Q3595178,siblings,1873
Q291429,Q1721796,siblings,4091
Q292274,Q381700,siblings,697
Q292274,Q583639,siblings,697
Q292274,Q1966130,siblings,697
Q292274,Q242348,siblings,697
Q293149,Q741600,siblings,335
Q284011,Q941751,siblings,1139
Q313036,Q590433,siblings,5294
Q313204,Q431038,siblings,1689
Q313204,Q103578,siblings,1689
Q293679,Q7855214,siblings,690
Q293679,Q4665226,siblings,690
Q294975,Q1541117,siblings,5484
Q295123,Q240157,siblings,992
Q296511,Q325497,siblings,557
Q296771,Q800179,siblings,1335
Q296771,Q10279737,siblings,1335
Q296771,Q5765833,siblings,1335
Q296774,Q3199788,siblings,2109
Q296909,Q3637420,siblings,4326
Q296909,Q3762696,siblings,4326
Q313281,Q2896144,siblings,601
Q313281,Q466056,siblings,601
Q313705,Q2001430,siblings,5239
Q313752,Q170191,siblings,1037
Q313752,Q158258,siblings,1037
Q303207,Q1266160,siblings,2109
Q303332,Q213257,siblings,2032
Q273076,Q1683946,siblings,1197
Q273076,Q454819,siblings,1197
Q273076,Q1184107,siblings,1197
Q273434,Q2459143,siblings,2669
Q297173,Q609196,siblings,4624
Q298209,Q221364,siblings,4996
Q298547,Q381748,siblings,4899
Q318210,Q192635,siblings,2686
Q318505,Q2919005,siblings,1023
Q319392,Q2831,siblings,542
Q319392,Q234388,siblings,542
Q319392,Q44855,siblings,542
Q319392,Q131324,siblings,542
Q319392,Q336222,siblings,542
Q319392,Q217427,siblings,542
Q319392,Q317784,siblings,542
Q319392,Q349461,siblings,542
Q315471,Q455540,siblings,195
Q315471,Q2806671,siblings,195
Q314502,Q2942050,siblings,3453
Q314657,Q299222,siblings,2641
Q314856,Q3743800,siblings,2472
Q315534,Q328776,siblings,1023
Q309640,Q174843,siblings,5126
Q310637,Q862460,siblings,746
Q310637,Q508722,siblings,746
Q310796,Q718404,siblings,148
Q310796,Q1939373,siblings,148
Q310796,Q741513,siblings,148
Q311174,Q229333,siblings,1145
Q311174,Q217096,siblings,1145
Q311235,Q3959833,siblings,610
Q311308,Q877624,siblings,49
Q311308,Q5428603,siblings,49
Q320747,Q2451872,siblings,3181
Q320747,Q2752035,siblings,3181
Q320829,Q207,siblings,680
Q320829,Q3305438,siblings,680
Q320829,Q221997,siblings,680
Q320829,Q1375345,siblings,680
Q321846,Q469302,siblings,2791
Q310867,Q7246465,siblings,3897
Q311916,Q336347,siblings,409
Q311916,Q272154,siblings,409
Q311916,Q3052569,siblings,409
Q328256,Q3437193,siblings,973
Q328256,Q3292539,siblings,973
Q328424,Q3110901,siblings,628
Q328520,Q7421577,siblings,445
Q328520,Q5126130,siblings,445
Q328776,Q315534,siblings,1023
Q312944,Q1317011,siblings,3251
Q333632,Q451002,siblings,1647
Q333632,Q10261664,siblings,1647
Q333632,Q2845017,siblings,1647
Q333795,Q335417,siblings,645
Q316064,Q3290402,siblings,518
Q316064,Q230303,siblings,518
Q316187,Q7539,siblings,4162
Q316797,Q161319,siblings,87
Q316797,Q619855,siblings,87
Q316797,Q618634,siblings,87
Q316797,Q619598,siblings,87
Q316974,Q208135,siblings,492
Q322785,Q4645564,siblings,843
Q322785,Q4645801,siblings,843
Q322785,Q2904001,siblings,843
Q322854,Q1931331,siblings,3823
Q316992,Q6526251,siblings,2728
Q317365,Q7545169,siblings,945
Q317365,Q81324,siblings,945
Q317365,Q3645473,siblings,945
Q317521,Q6409751,siblings,236
Q317521,Q7827568,siblings,236
Q317784,Q2831,siblings,542
Q317784,Q319392,siblings,542
Q317784,Q234388,siblings,542
Q317784,Q44855,siblings,542
Q317784,Q131324,siblings,542
Q317784,Q336222,siblings,542
Q317784,Q217427,siblings,542
Q317784,Q349461,siblings,542
Q317820,Q10125,siblings,3696
Q317824,Q56226,siblings,1016
Q317824,Q4330912,siblings,1016
Q336222,Q2831,siblings,542
Q336222,Q319392,siblings,542
Q336222,Q234388,siblings,542
Q336222,Q44855,siblings,542
Q336222,Q131324,siblings,542
Q336222,Q217427,siblings,542
Q336222,Q317784,siblings,542
Q336222,Q349461,siblings,542
Q336347,Q311916,siblings,409
Q336347,Q272154,siblings,409
Q336347,Q3052569,siblings,409
Q336691,Q3268202,siblings,3802
Q324366,Q2057483,siblings,248
Q324882,Q469401,siblings,389
Q325497,Q296511,siblings,557
Q328752,Q1957089,siblings,2343
Q328752,Q562782,siblings,2343
Q329776,Q4993516,siblings,5483
Q330014,Q134895,siblings,4755
Q330151,Q985882,siblings,4018
Q347879,Q380884,siblings,2270
Q347879,Q156552,siblings,2270
Q347963,Q715623,siblings,1551
Q334822,Q55407,siblings,155
Q334822,Q379171,siblings,155
Q334871,Q1070829,siblings,360
Q334871,Q922206,siblings,360
Q348627,Q377197,siblings,1929
Q349461,Q2831,siblings,542
Q349461,Q319392,siblings,542
Q349461,Q234388,siblings,542
Q349461,Q44855,siblings,542
Q349461,Q131324,siblings,542
Q349461,Q336222,siblings,542
Q349461,Q217427,siblings,542
Q349461,Q317784,siblings,542
Q350235,Q526461,siblings,2116
Q359440,Q353074,siblings,1255
Q335417,Q333795,siblings,645
Q357608,Q560094,siblings,173
Q357762,Q190998,siblings,5637
Q359356,Q1164826,siblings,565
Q359413,Q253660,siblings,409
Q338612,Q3336666,siblings,3199
Q344908,Q147663,siblings,502
Q351479,Q255651,siblings,3991
Q352159,Q7456454,siblings,3357
Q352709,Q3529579,siblings,695
Q352975,Q62845,siblings,3627
Q352981,Q355254,siblings,171
Q352981,Q154952,siblings,171
Q371203,Q2525208,siblings,87
Q371263,Q4165546,siblings,626
Q371716,Q5976701,siblings,905
Q371716,Q7185654,siblings,905
Q345212,Q436069,siblings,665
Q346630,Q2632825,siblings,1416
Q362304,Q4894291,siblings,2420
Q362304,Q1886607,siblings,2420
Q362304,Q458994,siblings,2420
Q356303,Q2051128,siblings,1814
Q356439,Q208104,siblings,303
Q353074,Q359440,siblings,1255
Q355254,Q154952,siblings,171
Q355254,Q352981,siblings,171
Q355748,Q6869043,siblings,1071
Q380884,Q347879,siblings,2270
Q380884,Q156552,siblings,2270
Q381657,Q512402,siblings,454
Q381700,Q292274,siblings,697
Q381700,Q583639,siblings,697
Q381700,Q1966130,siblings,697
Q381700,Q242348,siblings,697
Q381748,Q298547,siblings,4899
Q381817,Q7053178,siblings,3270
Q381817,Q3488976,siblings,3270
Q381817,Q4925272,siblings,3270
Q381817,Q4923558,siblings,3270
Q381863,Q2707860,siblings,1714
Q382393,Q3058969,siblings,1872
Q382598,Q2708085,siblings,4172
Q383062,Q3571782,siblings,4641
Q427791,Q126242,siblings,3636
Q431038,Q313204,siblings,1689
Q431038,Q103578,siblings,1689
Q431191,Q2381374,siblings,2784
Q431442,Q4264827,siblings,687
Q432069,Q6077732,siblings,197
Q388679,Q2568499,siblings,3086
Q390378,Q2246709,siblings,4699
Q390698,Q964367,siblings,891
Q367861,Q516921,siblings,3992
Q367901,Q933448,siblings,140
Q367901,Q2117878,siblings,140
Q367901,Q922418,siblings,140
Q369116,Q4886753,siblings,5258
Q365750,Q4301466,siblings,2
Q366670,Q853781,siblings,2123
Q366670,Q2204805,siblings,2123
Q433368,Q6969557,siblings,905
Q433417,Q187038,siblings,2437
Q433417,Q463734,siblings,2437
Q433500,Q6809317,siblings,1160
Q433500,Q5943665,siblings,1160
Q433500,Q8049890,siblings,1160
Q433683,Q230636,siblings,1123
Q433683,Q461259,siblings,1123
Q433683,Q453804,siblings,1123
Q433683,Q2966564,siblings,1123
Q447173,Q706694,siblings,1137
Q447173,Q44329,siblings,1137
Q447173,Q6852608,siblings,1137
Q447173,Q459816,siblings,1137
Q447285,Q34896,siblings,1182
Q438670,Q510505,siblings,116
Q438670,Q234500,siblings,116
Q440741,Q945734,siblings,2263
Q421581,Q3117676,siblings,2689
Q395089,Q2658477,siblings,2491
Q400167,Q460384,siblings,1161
Q400619,Q5960285,siblings,100
Q400619,Q8064737,siblings,100
Q401963,Q127548,siblings,4140
Q434435,Q252290,siblings,3261
Q434680,Q966848,siblings,2757
Q375787,Q2092750,siblings,1874
Q375932,Q4349585,siblings,1533
Q377197,Q348627,siblings,1929
Q379171,Q334822,siblings,155
Q379171,Q55407,siblings,155
Q379946,Q6892571,siblings,2216
Q379946,Q4665821,siblings,2216
Q379946,Q5431091,siblings,2216
Q380283,Q8440,siblings,4464
Q380579,Q3307106,siblings,2372
Q440363,Q4865076,siblings,1682
Q441726,Q6152540,siblings,2581
Q441941,Q1344275,siblings,419
Q441941,Q18953,siblings,419
Q442226,Q5362573,siblings,259
Q442243,Q4276189,siblings,2825
Q449013,Q5981051,siblings,3557
Q449013,Q5588921,siblings,3557
Q449240,Q2977063,siblings,2909
Q449547,Q3547968,siblings,324
Q449801,Q457170,siblings,2863
Q454819,Q1683946,siblings,1197
Q454819,Q273076,siblings,1197
Q454819,Q1184107,siblings,1197
Q455540,Q315471,siblings,195
Q455540,Q2806671,siblings,195
Q455611,Q17493,siblings,3421
Q455635,Q506944,siblings,3476
Q455691,Q10886337,siblings,45
Q455691,Q8965221,siblings,45
Q456034,Q1624159,siblings,1404
Q463734,Q187038,siblings,2437
Q463734,Q433417,siblings,2437
Q435324,Q29574,siblings,171
Q435324,Q268821,siblings,171
Q435324,Q263623,siblings,171
Q436069,Q345212,siblings,665
Q450775,Q201985,siblings,1793
Q451002,Q10261664,siblings,1647
Q451002,Q333632,siblings,1647
Q451002,Q2845017,siblings,1647
Q451359,Q4877250,siblings,153
Q444988,Q237805,siblings,692
Q451724,Q534961,siblings,1080
Q451724,Q3311149,siblings,1080
Q451724,Q1626864,siblings,1080
Q451724,Q2072516,siblings,1080
Q451724,Q2420456,siblings,1080
Q451984,Q10325284,siblings,4692
Q452307,Q515562,siblings,5703
Q464360,Q5643740,siblings,4376
Q464578,Q184885,siblings,155
Q464658,Q1687121,siblings,347
Q464712,Q7461184,siblings,2566
Q464862,Q552751,siblings,4654
Q457421,Q4954882,siblings,3380
Q457656,Q1159900,siblings,5723
Q458994,Q4894291,siblings,2420
Q458994,Q1886607,siblings,2420
Q458994,Q362304,siblings,2420
Q459216,Q228584,siblings,369
Q459816,Q706694,siblings,1137
Q459816,Q44329,siblings,1137
Q459816,Q447173,siblings,1137
Q459816,Q6852608,siblings,1137
Q453463,Q2564880,siblings,49
